,Kanji,Onyomi,Kunyomi,English,Examples,JLPT Level,Number of Strokes,Kanji Radical,Radical Number,Radical Strokes,Radical Reading
1263,沖,チュウ,おき、おきつ、ちゅう.する、わく,"open sea, offing, rise high into sky",沖(おき): open sea,1,7.0,水,85.0,4.0,みず・したみず・さんずい
1264,緩,カン,ゆる.い、ゆる.やか、ゆる.む、ゆる.める,"slacken, loosen, relax, lessen, be moderate, ease","緩和(かんわ): relief; mitigation; alleviation; relaxation; softening<br>緩やか(ゆるやか): (1) loose; slack (2) gentle; easy; slow (3) lenient; liberal; lax<br>緩む(ゆるむ): (1) to become loose; to slacken (e.g. rope) (2) to become less tense; to relax; to let one's guard down (3) to slacken (e.g. coldness, supervision); to become lax (4) to become softer (e.g. ground, facial expression); (of ice) to partially melt (5) to decrease (e.g. speed) (6) (of a market price) to go down slightly<br>緩い(ゆるい): (1) loose (2) lenient; lax (3) gentle (curve, slope, etc.) (4) slow; weak (5) soft; not firm<br>緩める(ゆるめる): to loosen; to slow down",1,15.0,糸,120.0,6.0,いと・いとへん
1265,需,ジュ,,"demand, request, need",需要(じゅよう): demand; request<br>必需品(ひつじゅひん): necessities; necessary article; requisite; essentials; staple,1,14.0,雨,173.0,8.0,あめ・あめかんむり・あまかんむり
1266,購,コウ,,"subscription, buy",購入(こうにゅう): purchase; buy<br>購買(こうばい): (1) procurement; purchase; buying (2) school store; co-op; school canteen; tuck shop<br>購読(こうどく): paid subscription (e.g. magazine),1,17.0,貝,154.0,7.0,かい・かいへん・こがい
1267,充,ジュウ,あ.てる、み.たす,"allot, fill",充実(じゅうじつ): (1) fullness; completion; perfection; substantiality; enrichment (2) replenishment; repletion<br>補充(ほじゅう): (1) supplementation; supplement; replenishment; replenishing; replacement; refilling (2) to replace; to refill; to replenish<br>拡充(かくじゅう): expansion,1,6.0,儿,10.0,2.0,にんにょう・ひとあし
1268,跡,セキ,あと,"tracks, mark, print, impression","跡(あと): (1) trace; tracks; mark; sign (2) remains; ruins (3) scar<br>遺跡(いせき): historic ruins (remains, relics)<br>追跡(ついせき): pursuit; tracking (e.g. in computer graphics); keeping records on; tracing<br>跡継ぎ(あとつぎ): heir; successor",1,13.0,足,157.0,7.0,あし・あしへん
1269,貢,コウ、ク,みつ.ぐ,"tribute, support, finance",貢献(こうけん): contribution (furthering a goal or cause); services (to a cause),1,10.0,貝,154.0,7.0,かい・かいへん・こがい
1270,鹿,ロク,しか、か,deer,馬鹿(ばか): (1) fool; idiot (2) trivial matter; folly; absurdity (3) foolish; stupid; dull; absurd; ridiculous (4) surf clam<br>馬鹿らしい(ばからしい): absurd<br>馬鹿馬鹿しい(ばかばかしい): absurd; ridiculous; silly; ludicrous; nonsensical; asinine; foolish,1,11.0,鹿,198.0,11.0,しか・しかへん
1271,却,キャク,かえ.って、しりぞ.く、しりぞ.ける,"instead, on the contrary, rather",却って(かえって): on the contrary; rather; all the more; instead,1,7.0,卩,26.0,2.0,ふし・ふしづくり・わりふ
1272,端,タン,はし、は、はた、-ばた、はな,"edge, origin, end, point, border, verge, cape","端(はし): (1) end (e.g. of street); tip; point; edge; margin (2) beginning; start; first (3) odds and ends; scrap; odd bit; least<br>極端(きょくたん): extreme; extremity<br>先端(せんたん): pointed end; tip; fine point; spearhead; cusp; vanguard; advanced; leading edge; apex (of a curve)<br>半端(はんぱ): remnant; fragment; incomplete set; fraction; odd sum; incompleteness<br>途端(とたん): just (now, at the moment, etc.)<br>出端(では): (1) chance of going out; opportunity (to succeed) (2) musical accompaniment for an actor going on stage",1,14.0,立,117.0,5.0,たつ・たつへん
1273,獲,カク,え.る,"seize, get, find, earn, acquire, can, may, able to",獲得(かくとく): acquisition; possession<br>捕獲(ほかく): capture; seizure<br>獲物(えもの): game; spoils; trophy; prey,1,16.0,犬,94.0,4.0,いぬ・けものへん
1274,併,ヘイ,あわ.せる,"join, get together, unite, collective",合併(がっぺい): combination; union; amalgamation; consolidation; merger; coalition; fusion; annexation; affiliation; incorporation<br>併し乍ら(しかしながら): however; nevertheless,1,8.0,人,9.0,2.0,ひと・にんべん・ひとやね
1275,徹,テツ,,"penetrate, clear, pierce, strike home, sit up (all night)",徹底(てってい): thoroughness; completeness; consistency<br>徹夜(てつや): all night; all-night vigil; sleepless night<br>徹する(てっする): to sink in; to penetrate; to devote oneself; to believe in; to go through; to do intently and exclusively,1,15.0,彳,60.0,3.0,ぎょうにんべん
1276,衝,ショウ,つ.く,"collide, brunt, highway, opposition (astronomy), thrust, pierce, stab, prick",衝突(しょうとつ): collision; conflict<br>衝撃(しょうげき): shock; crash; impact; ballistic,1,15.0,行,144.0,6.0,ぎょう・ぎょうがまえ・いく・ゆきがまえ
1277,焦,ショウ,こ.げる、こ.がす、こ.がれる、あせ.る,"char, hurry, impatient, irritate, burn, scorch, singe",焦点(しょうてん): focus (e.g. photographic); focal point<br>焦げる(こげる): to burn; to be burned<br>焦る(あせる): to be in a hurry; to be impatient; to be flustered; to lose one's presence of mind; to be surprised<br>焦がす(こがす): to burn; to scorch; to singe; to char<br>焦げ茶(こげちゃ): black tea,1,12.0,火,86.0,4.0,ひ・ひへん・れっか・れんが
1278,奪,ダツ,うば.う,"rob, take by force, snatch away, dispossess, plunder, usurp",奪う(うばう): to snatch away; to dispossess; to steal<br>略奪(りゃくだつ): pillage; plunder; looting; robbery,1,14.0,大,37.0,3.0,だい・おおきい
1279,浦,ホ,うら,"bay, creek, inlet, gulf, beach, seacoast",,1,10.0,水,85.0,4.0,みず・したみず・さんずい
1280,析,セキ,,"chop, divide, tear, analyze",分析(ぶんせき): analysis,1,8.0,木,75.0,4.0,き・きへん
1281,譲,ジョウ,ゆず.る,"defer, turnover, transfer, convey",譲歩(じょうほ): concession; conciliation; compromise<br>譲る(ゆずる): (1) to turn over; to assign; to hand over; to transmit; to convey; to sell; to dispose of (2) to yield; to surrender; to concede,1,20.0,言,149.0,7.0,こと・げん・ごんべん・ことば
1282,称,ショウ,たた.える、とな.える、あ.げる、かな.う、はか.り、はか.る、ほめ.る,"appellation, praise, admire, name, title, fame",名称(めいしょう): name; title<br>称する(しょうする): (1) to take the name of; to call oneself (2) to pretend; to feign; to purport,1,10.0,禾,115.0,5.0,のぎ・のぎへん
1283,挑,チョウ,いど.む,"challenge, contend for, make love to",挑戦(ちょうせん): challenge; defiance<br>挑む(いどむ): (1) to challenge; to throw down the gauntlet; to contend for; to tackle (2) to pressure someone for sex; to woo; to make love to,1,9.0,手,64.0,4.0,て・てへん
1284,誘,ユウ、イウ,さそ.う、いざな.う,"entice, lead, tempt, invite, ask, call for, seduce, allure",誘導(ゆうどう): guidance; leading; induction; introduction; incitement; inducement<br>誘う(さそう): (1) to invite; to ask; to call (for) (2) to tempt; to lure; to induce<br>誘惑(ゆうわく): temptation; allurement; lure; seduction<br>勧誘(かんゆう): invitation; solicitation; canvassing; canvasing; inducement; persuasion; encouragement,1,14.0,言,149.0,7.0,こと・げん・ごんべん・ことば
1285,紛,フン,まぎ.れる、-まぎ.れ、まぎ.らす、まぎ.らわす、まぎ.らわしい,"distract, be mistaken for, go astray, divert",紛争(ふんそう): dispute; trouble; strife<br>紛失(ふんしつ): losing something<br>紛れる(まぎれる): to be diverted; to slip into<br>紛らわしい(まぎらわしい): confusing; misleading; equivocal; ambiguous; easily mixed up (e.g. similar words),1,10.0,糸,120.0,6.0,いと・いとへん
1286,促,ソク,うなが.す,"stimulate, urge, press, demand, incite",促進(そくしん): promotion; acceleration; encouragement; facilitation; spurring on<br>促す(うながす): to urge; to press; to prompt; to suggest; to demand; to stimulate; to quicken; to incite; to invite (attention to)<br>催促(さいそく): request; demand; claim; urge (action); press for,1,9.0,人,9.0,2.0,ひと・にんべん・ひとやね
1287,慎,シン,つつし.む、つつし、つつし.み,"humility, be careful, discrete, prudent",慎重(しんちょう): careful; cautious; prudent; discreet; deliberate,1,13.0,心,61.0,4.0,こころ・したごころ・りっしんべん
1288,控,コウ,ひか.える、ひか.え,"withdraw, draw in, hold back, refrain from, be moderate","控える(ひかえる): (1) to be temperate in; to restrain oneself from excessive ... (2) to make notes (3) to hold back (4) to be in preparation for; to be in waiting for (5) to be soon; to be in the offing (6) to be in a close relationship (e.g. as a backer, etc.)<br>控え室(ひかえしつ): waiting room<br>控除(こうじょ): subtraction; deduction (e.g. tax); subsidy",1,11.0,手,64.0,4.0,て・てへん
1289,握,アク,にぎ.る,"grip, hold, mould sushi, bribe","握手(あくしゅ): handshake<br>握る(にぎる): (1) to clasp; to grasp; to grip; to clutch (2) to make (nigirizushi, rice ball, etc.); to form; to press into shape; to mold; to mould (3) to seize (power, etc.); to take hold of<br>把握(はあく): grasp; catch; understanding",1,12.0,手,64.0,4.0,て・てへん
1290,俊,シュン,,"sagacious, genius, excellence",,1,9.0,人,9.0,2.0,ひと・にんべん・ひとやね
1291,渋,ジュウ、シュウ,しぶ、しぶ.い、しぶ.る,"astringent, hesitate, reluctant, have diarrhea",渋滞(じゅうたい): congestion (e.g. traffic); delay; stagnation<br>渋い(しぶい): (1) astringent; bitter; puckery; rough; harsh; tart (2) austere; elegant (and unobtrusive); refined; quiet (and simple); sober; sombre; subdued; tasteful (in a quiet way); understated (3) sour (look); glum; grim; sullen; sulky (4) stingy; tight-fisted,1,11.0,水,85.0,4.0,みず・したみず・さんずい
1292,銃,ジュウ,つつ,"gun, arms",銃(じゅう): gun; rifle; small arms,1,14.0,金,167.0,8.0,かね・かねへん
1293,携,ケイ,たずさ.える、たずさ.わる,"portable, carry (in hand), armed with, bring along",携帯(けいたい): (1) something carried (in the hand); handheld (2) mobile telephone; cell phone<br>提携(ていけい): cooperation; tie-up; joint business; link-up<br>携わる(たずさわる): to engage in; to participate; to take part,1,13.0,手,64.0,4.0,て・てへん
1294,診,シン,み.る,"checkup, seeing, diagnose, examine",診断(しんだん): diagnosis<br>診療(しんりょう): medical examination and treatment; diagnosis<br>診察(しんさつ): medical examination<br>診る(みる): to examine (medically)<br>往診(おうしん): doctor's visit; house call<br>聴診器(ちょうしんき): stethoscope,1,12.0,言,149.0,7.0,こと・げん・ごんべん・ことば
1295,託,タク,かこつ.ける、かこ.つ、かこ.つける,"consign, requesting, entrusting with, pretend, hint",委託(いたく): consign (goods (for sale) to a firm); entrust (person with something); commit,1,10.0,言,149.0,7.0,こと・げん・ごんべん・ことば
1296,撮,サツ,と.る、つま.む、-ど.り,"snapshot, take pictures","撮影(さつえい): photographing<br>撮る(とる): (1) to take (a photo) (2) to record (video, audio, etc.); to make (a film)",1,15.0,手,64.0,4.0,て・てへん
1297,侵,シン,おか.す,"encroach, invade, raid, trespass, violate","侵略(しんりゃく): aggression; invasion; raid<br>侵入(しんにゅう): penetration; invasion; raid; aggression; trespass<br>侵す(おかす): (1) to invade; to raid; to violate (airspace, etc.); to intrude; to trespass (2) to infringe; to encroach (3) to harm; to afflict; to affect",1,9.0,人,9.0,2.0,ひと・にんべん・ひとやね
1298,括,カツ,くく.る,"fasten, tie up, arrest, constrict",一括(いっかつ): all together; batch; one lump; one bundle; summing up<br>括弧(かっこ): parentheses; brackets,1,9.0,手,64.0,4.0,て・てへん
1299,駆,ク,か.ける、か.る,"drive, run, gallop, advance, inspire, impel","駆ける(かける): (1) to run (race, esp. horse); to dash (2) to gallop (one's horse); to canter (3) to advance (against one's enemy)<br>駆け足(かけあし): (1) running fast; double time (2) cantering (3) doing things in a hurry<br>駆けっこ(かけっこ): (foot) race; sprint",1,14.0,馬,187.0,10.0,うま・うまへん
1300,透,トウ,す.く、す.かす、す.ける、とう.る、とう.す,"transparent, permeate, filter, penetrate",透明(とうめい): transparency; cleanness<br>透き通る(すきとおる): to be(come) transparent,1,10.0,辵,162.0,7.0,しんにょう・しんにゅう
1301,津,シン,つ,"haven, port, harbor, ferry",津波(つなみ): tsunami; tidal wave<br>天津(あまつ): heavenly; imperial,1,9.0,水,85.0,4.0,みず・したみず・さんずい
1302,稲,トウ、テ,いね、いな-,rice plant,稲(いね): rice-plant<br>稲光(いなびかり): (flash of) lightning<br>稲子(いなご): (1) rice grasshopper (of genus Oxya) (2) grasshopper; locust (of family Catantopidae),1,14.0,禾,115.0,5.0,のぎ・のぎへん
1303,裂,レツ,さ.く、さ.ける、-ぎ.れ,"split, rend, tear","分裂(ぶんれつ): split; division; break up<br>破裂(はれつ): explosion; rupture; break off<br>裂く(さく): (1) to tear; to rip up (2) to cut up; to cleave; to cut open (esp. the abdomen) (3) to forcibly separate (i.e. two lovers) (4) to spare (time, money, etc.); to use part of something (5) to have a tattoo in the corner of one's eye<br>裂ける(さける): to split; to tear; to burst",1,12.0,衣,145.0,6.0,ころも・ころもへん
1304,敏,ビン,さとい,"cleverness, agile, alert",敏感(びんかん): sensibility; susceptibility; sensitive (to); well attuned to,1,10.0,攴,66.0,4.0,ぼくにょう・ぼくづくり・とまた・のぶん・しぶん
1305,是,ゼ、シ,これ、この、ここ,"just so, this, right, justice","""是正(ぜせい): correction; revision<br>是非(ぜひ): (1) certainly; without fail (2) right and wrong; pros and cons<br>是非とも(ぜひとも): by all means (with sense of not taking """"no"""" for an answer)""",1,9.0,日,72.0,4.0,ひ・ひへん・にち・にちへん
1306,排,ハイ,,"repudiate, exclude, expel, reject","排除(はいじょ): exclusion; removal; rejection; elimination; abatement; lifting (sanctions, etc.)<br>排水(はいすい): drainage",1,11.0,手,64.0,4.0,て・てへん
1307,裕,ユウ,,"abundant, rich, fertile",余裕(よゆう): surplus; composure; margin; room; time; allowance; flexibility; scope; rope,1,12.0,衣,145.0,6.0,ころも・ころもへん
1308,堅,ケン,かた.い、-がた.い,"strict, hard, solid, tough, tight, reliable",堅い(かたい): (1) hard; solid; tough (2) stiff; tight; wooden; unpolished (e.g. writing) (3) strong; firm (not viscous or easily moved) (4) safe; steady; honest; steadfast (5) obstinate; stubborn (6) bookish; formal; stuffy,1,12.0,土,32.0,3.0,つち・つちへん・どへん
1309,芝,シ,しば,"turf, lawn",芝居(しばい): play; drama<br>芝生(しばふ): lawn<br>芝(しば): lawn; sod; turf,1,6.0,艸,140.0,6.0,くさ・くさかんむり
1310,綱,コウ,つな,"hawser, class (genus), rope, cord, cable",横綱(よこづな): yokozuna (sumo grand champion)<br>綱(つな): (1) rope (2) sumo grand champion's braided belt,1,14.0,糸,120.0,6.0,いと・いとへん
1311,扱,ソウ、キュウ,あつか.い、あつか.う、あつか.る、こ.く,"handle, entertain, thresh, strip",取扱い(とりあつかい): treatment; service; handling; management<br>扱う(あつかう): to handle; to deal with; to treat<br>扱い(あつかい): treatment; service<br>取り扱う(とりあつかう): to treat; to handle; to deal in,1,6.0,手,64.0,4.0,て・てへん
1312,顧,コ,かえり.みる,"look back, review, examine oneself, turn around",顧みる(かえりみる): (1) to look back (e.g. over shoulder or at the past); to turn around; to review (2) to reflect; to reconsider (3) to consider (usu. used in negative); to concern oneself about,1,21.0,頁,181.0,9.0,おおがい・いちのかい
1313,訟,ショウ,,"sue, accuse",訴訟(そしょう): litigation; lawsuit,1,11.0,言,149.0,7.0,こと・げん・ごんべん・ことば
1314,戒,カイ,いまし.める,commandment,警戒(けいかい): (1) vigilance; precaution; watch; lookout; alertness (2) to be vigilant; to be cautious; to guard (against),1,7.0,戈,62.0,4.0,ほこ・ほこづくり・ほこがまえ・かのほこ
1315,祉,シ,,"welfare, happiness",福祉(ふくし): welfare; well-being; social welfare; social security; social service,1,8.0,示,113.0,5.0,しめす・しめすへん
1316,誉,ヨ,ほま.れ、ほ.める,"reputation, praise, honor, glory",名誉(めいよ): honor; honour; credit; prestige,1,13.0,言,149.0,7.0,こと・げん・ごんべん・ことば
1317,歓,カン,よろこ.ぶ,"delight, joy",歓迎(かんげい): welcome; reception<br>歓声(かんせい): cheer; shout of joy,1,15.0,欠,76.0,4.0,あくび・けんづくり・かける・けつ
1318,勧,カン、ケン,すす.める,"persuade, recommend, advise, encourage, offer",勧告(かんこく): advice; counsel; remonstrance; recommendation<br>勧め(すすめ): recommendation; advice; suggestion; encouragement<br>勧誘(かんゆう): invitation; solicitation; canvassing; canvasing; inducement; persuasion; encouragement,1,13.0,力,19.0,2.0,ちから・りきづくり
1319,騒,ソウ,さわ.ぐ、うれい、さわ.がしい,"boisterous, make noise, clamor, disturb, excite","騒ぎ(さわぎ): uproar; disturbance<br>騒音(そうおん): noise<br>騒動(そうどう): strife; riot; rebellion; turmoil<br>騒ぐ(さわぐ): (1) to make noise; to make racket; to be noisy (2) to rustle; to swoosh (3) to make merry (4) to clamor; to clamour; to make a fuss; to kick up a fuss (5) to lose one's cool; to panic; to act flustered (6) to feel tense; to be uneasy; to be excited<br>物騒(ぶっそう): dangerous; disturbed; insecure<br>騒々しい(そうぞうしい): noisy; boisterous<br>騒がしい(さわがしい): (1) noisy; boisterous (2) turbulent (era, etc.); troubled",1,18.0,馬,187.0,10.0,うま・うまへん
1320,閥,バツ,,"clique, lineage, pedigree, faction, clan",,1,14.0,門,169.0,8.0,もん・もんがまえ・かどがまえ
1321,甲,コウ、カン,きのえ,"armor, high (voice), A grade, 1st class, former, instep, carapace",甲(こう): (1) carapace; shell (2) 1st in rank; grade A (3) instep; back of hand (4) the A party (e.g. in a contract); the first party<br>生き甲斐(いきがい): something one lives for; purpose in life; raison d'être<br>甲(きのえ): first sign of the Chinese calendar,1,5.0,田,102.0,5.0,た・たへん
1322,縄,ジョウ,なわ、ただ.す,"straw rope, cord",縄(なわ): (1) rope; cord (2) policeman's rope,1,15.0,糸,120.0,6.0,いと・いとへん
1323,揺,ヨウ,ゆ.れる、ゆ.る、ゆ.らぐ、ゆ.るぐ、ゆ.する、ゆ.さぶる、ゆ.すぶる、うご.く,"swing, shake, sway, rock, tremble, vibrate",動揺(どうよう): (1) shaking; trembling; pitching; rolling; oscillation (2) disturbance; unrest; agitation; excitement; commotion; turmoil; discomposure; feeling shaken<br>揺らぐ(ゆらぐ): to swing; to sway; to shake; to tremble<br>揺さぶる(ゆさぶる): to shake; to jolt; to rock; to swing<br>揺れる(ゆれる): to shake; to sway,1,12.0,手,64.0,4.0,て・てへん
1324,免,メン,まぬか.れる、まぬが.れる,"excuse, dismissal",免許(めんきょ): license; permit; licence; certificate<br>免税(めんぜい): tax exemption; duty exemption<br>免除(めんじょ): exemption; exoneration; discharge<br>御免(ごめん): your pardon; declining (something); dismissal; permission<br>ご免ください(ごめんください): (1) may I come in? (2) please forgive me; I'm sorry<br>免れる(まぬかれる): to escape from; to be rescued from; to avoid; to evade; to avert; to elude; to be exempted; to be relieved from pain; to get rid of<br>御免なさい(ごめんなさい): I beg your pardon; excuse me,1,8.0,儿,10.0,2.0,にんにょう・ひとあし
1325,既,キ,すで.に,"previously, already, long ago",既に(すでに): already; too late<br>既婚(きこん): marriage; married,1,10.0,无,71.0,4.0,む・むにょう・すでのつくり
1326,薦,セン,すす.める,"recommend, mat, advise, encourage, offer",推薦(すいせん): recommendation; referral; endorsement<br>薦める(すすめる): to recommend; to advise; to encourage; to offer (wine),1,16.0,艸,140.0,6.0,くさ・くさかんむり
1327,隣,リン,とな.る、となり,neighboring,隣(となり): neighbor (neighbour); next to (esp. living next door to),1,16.0,阜,170.0,8.0,こざと・こざとへん・おか・ぎふのふ
1328,華,カ、ケ,はな,"splendor, flower, petal, shine, luster, ostentatious, showy, gay, gorgeous",豪華(ごうか): wonderful; gorgeous; splendor; splendour; pomp; extravagance<br>華やか(はなやか): showy; brilliant; gorgeous; florid; gay<br>華々しい(はなばなしい): brilliant; magnificent; spectacular<br>華美(かび): pomp; splendor; splendour; gaudiness<br>華奢(きゃしゃ): (1) luxury; pomp (2) delicate; slender; gorgeous,1,10.0,艸,140.0,6.0,くさ・くさかんむり
1329,範,ハン,,"pattern, example, model",軌範(きはん): model; standard; pattern; norm; criterion; example<br>範囲(はんい): extent; scope; sphere; range; span<br>模範(もはん): exemplar; exemplification; exemplum; model; example,1,15.0,竹,118.0,6.0,たけ・たけかんむり
1330,隠,イン、オン,かく.す、かく.し、かく.れる、かか.す、よ.る,"conceal, hide, cover",隠す(かくす): to hide; to conceal<br>隠れる(かくれる): to hide; to be hidden; to conceal oneself; to disappear<br>隠居(いんきょ): (1) retirement (2) retired person,1,14.0,阜,170.0,8.0,こざと・こざとへん・おか・ぎふのふ
1331,哲,テツ,さとい、あき.らか,"philosophy, clear",哲学(てつがく): philosophy,1,10.0,口,30.0,3.0,くち・くちへん
1332,杉,サン,すぎ,"cedar, cryptomeria",杉(すぎ): Japanese cedar (Cryptomeria japonica),1,7.0,木,75.0,4.0,き・きへん
1333,釈,シャク、セキ,とく、す.てる、ゆる.す,explanation,解釈(かいしゃく): explanation; interpretation,1,11.0,釆,165.0,7.0,のごめ・のごめへん
1334,妥,ダ,,"gentle, peace, depravity",妥協(だきょう): compromise; giving in<br>妥結(だけつ): settlement; an agreement<br>妥当(だとう): valid; proper; right; appropriate,1,7.0,女,38.0,3.0,おんな・おんなへん
1335,威,イ,おど.す、おど.し、おど.かす,"intimidate, dignity, majesty, menace, threaten",権威(けんい): authority; power; influence<br>威力(いりょく): power; might; authority; influence<br>威張る(いばる): to be proud; to swagger,1,9.0,女,38.0,3.0,おんな・おんなへん
1336,豪,ゴウ,えら.い,"overpowering, great, powerful, excelling, Australia",豪華(ごうか): wonderful; gorgeous; splendor; splendour; pomp; extravagance<br>富豪(ふごう): wealthy person; millionaire,1,14.0,豕,152.0,7.0,いのこ・いのこへん・ぶた
1337,熊,ユウ,くま,bear,,1,14.0,火,86.0,4.0,ひ・ひへん・れっか・れんが
1338,滞,タイ、テイ,とどこお.る,"stagnate, be delayed, overdue, arrears",滞在(たいざい): stay; sojourn<br>渋滞(じゅうたい): congestion (e.g. traffic); delay; stagnation<br>停滞(ていたい): stagnation; tie-up; congestion; retention; accumulation; falling into arrears<br>滞納(たいのう): non-payment; default<br>滞る(とどこおる): to stagnate; to be delayed,1,13.0,水,85.0,4.0,みず・したみず・さんずい
1339,微,ビ,かす.か,"delicate, minuteness, insignificance",微妙(びみょう): (1) delicate; subtle; sensitive (2) difficult; delicate (situation); complicated (3) doubtful; questionable; dicey<br>顕微鏡(けんびきょう): microscope<br>微笑(びしょう): smile<br>微量(びりょう): minuscule amount; extremely small quantity<br>微笑む(ほほえむ): to smile<br>微塵(みじん): particle; atom; little piece; tiny amount<br>微か(かすか): faint; dim; weak; indistinct; hazy; poor; wretched,1,13.0,彳,60.0,3.0,ぎょうにんべん
1340,隆,リュウ,,"hump, high, noble, prosperity",,1,11.0,阜,170.0,8.0,こざと・こざとへん・おか・ぎふのふ
1341,症,ショウ,,"symptoms, illness",症状(しょうじょう): symptoms; condition<br>症(しょう): illness,1,10.0,疒,104.0,5.0,やまい・やまいだれ
1342,暫,ザン,しばら.く,"temporarily, a while, moment, long time",暫く(しばらく): (1) little while; short while; moment; instant (2) a while; quite a time (3) it's been a long time,1,15.0,日,72.0,4.0,ひ・ひへん・にち・にちへん
1343,肝,カン,きも,"liver, pluck, nerve, chutzpah",肝心(かんじん): essential; fundamental; crucial; vital; main,1,7.0,肉,130.0,6.0,にく・にくづき
1344,喚,カン,わめ.く,"yell, cry, scream",,1,12.0,口,30.0,3.0,くち・くちへん
1345,妙,ミョウ、ビョウ,たえ,"exquisite, strange, queer, mystery, miracle, excellent, delicate, charming",微妙(びみょう): (1) delicate; subtle; sensitive (2) difficult; delicate (situation); complicated (3) doubtful; questionable; dicey<br>妙(みょう): (1) strange; unusual (2) (something) superb; (something) excellent<br>奇妙(きみょう): strange; queer; curious<br>巧妙(こうみょう): ingenious; skillful; clever; deft,1,7.0,女,38.0,3.0,おんな・おんなへん
1346,索,サク,,"cord, rope",捜索(そうさく): search (esp. for someone or something missing); investigation<br>索引(さくいん): index; indices; indexes<br>模索(もさく): groping (for); exploring for a solution,1,10.0,糸,120.0,6.0,いと・いとへん
1347,襲,シュウ,おそ.う、かさ.ね,"attack, advance on, succeed to","襲う(おそう): (1) to attack; to assail; to make an assault; to strike; to hunt down (2) to succeed (someone in a post, role, etc.) (3) to make a sudden visit<br>襲撃(しゅうげき): attack; charge; raid",1,22.0,衣,145.0,6.0,ころも・ころもへん
1348,懇,コン,ねんご.ろ,"sociable, kind, courteous, hospitable, cordial",,1,17.0,心,61.0,4.0,こころ・したごころ・りっしんべん
1349,柄,ヘイ,がら、え、つか,"design, pattern, build, nature, handle, crank, grip, knob, shaft","柄(がら): (1) pattern; design (2) body build; figure; physique (3) essential qualities; character; nature (4) appropriate to; fitting of; suitable for<br>人柄(ひとがら): personality; character; personal appearance; gentility<br>事柄(ことがら): matter; thing; affair; circumstance<br>小柄(こがら): (1) small build; small stature; petite (2) small pattern<br>間柄(あいだがら): relation(ship)<br>柄(え): (1) handle; grip (2) stalk (of a mushroom, leaf, etc.)<br>大柄(おおがら): (1) large build (2) large pattern",1,9.0,木,75.0,4.0,き・きへん
1350,驚,キョウ,おどろ.く、おどろ.かす,"wonder, be surprised, frightened, amazed",驚き(おどろき): surprise; astonishment; wonder<br>驚かす(おどろかす): to surprise; to frighten; to create a stir<br>驚異(きょうい): wonder; miracle<br>吃驚(びっくり): (1) to be surprised; to be amazed; to be frightened; to be astonished (2) surprise (e.g. surprise party)<br>驚く(おどろく): to be surprised; to be astonished,1,22.0,馬,187.0,10.0,うま・うまへん
1351,麻,マ、マア,あさ,"hemp, flax",麻酔(ますい): anaesthesia; anesthesia<br>麻(あさ): (1) cannabis (Cannabis sativa); hemp (plant) (2) hemp (fiber); linen; flax; jute<br>麻痺(まひ): paralysis; palsy; numbness; stupor<br>麻姑(まこ): (1) Ma Gu; legendary Taoist immortal with long talon-like fingernails (2) backscratcher,1,11.0,麻,200.0,11.0,あさ・あさかんむり
1352,剤,ザイ、スイ、セイ,かる、けず.る,"dose, medicine, drug",洗剤(せんざい): detergent; washing material,1,10.0,刀,18.0,2.0,かたな・りっとう
1353,瀬,ライ,せ,"rapids, current, torrent, shallows, shoal",瀬戸物(せともの): earthenware; crockery; china,1,19.0,水,85.0,4.0,みず・したみず・さんずい
1354,趣,シュ,おもむき、おもむ.く,"gist, proceed to, tend, become",趣旨(しゅし): (1) meaning; point (e.g. of a statement); gist; effect (2) goal; intent; object; aim; point<br>趣味(しゅみ): (1) hobby; pastime (2) tastes; preference; liking<br>趣き(おもむき): (1) meaning; tenor; gist (2) effect; influence (3) appearance; aspect (4) taste (5) grace; charm; refinement,1,15.0,走,156.0,7.0,はしる・そうにょう
1355,陥,カン,おちい.る、おとしい.れる,"collapse, fall into, cave in, fall (castle), slide into",欠陥(けっかん): (1) defect; fault; deficiency; deformity (2) shortage; gap,1,10.0,阜,170.0,8.0,こざと・こざとへん・おか・ぎふのふ
1356,斎,サイ,とき、つつし.む、ものいみ、い.む、いわ.う、いつ.く,"purification, Buddhist food, room, worship, avoid, alike",書斎(しょさい): study; library; den; home office; reading room,1,11.0,齊,210.0,14.0,さい・せい・ととのえる
1357,貫,カン,つらぬ.く、ぬ.く、ぬき,"pierce, 8 1/3lbs, penetrate, brace",貫く(つらぬく): (1) to go through; to pierce; to penetrate (2) to persist; to stick to<br>貫禄(かんろく): presence; dignity,1,11.0,貝,154.0,7.0,かい・かいへん・こがい
1358,仙,セン、セント,,"hermit, wizard, cent",,1,5.0,人,9.0,2.0,ひと・にんべん・ひとやね
1359,慰,イ,なぐさ.める、なぐさ.む,"consolation, amusement, seduce, cheer, make sport of, comfort, console",慰める(なぐさめる): to comfort; to console; to amuse,1,15.0,心,61.0,4.0,こころ・したごころ・りっしんべん
1360,旬,ジュン、シュン,,"decameron, 10day period, season (for specific products",下旬(げじゅん): month (last third of)<br>中旬(ちゅうじゅん): middle of a month; second third of a month<br>上旬(じょうじゅん): first 10 days of month<br>初旬(しょじゅん): first 10 days of the month,1,6.0,日,72.0,4.0,ひ・ひへん・にち・にちへん
